"64012011";0;"Unidade Pequena";55
"64012012";0;"Colher de Arroz";40
"64012012";1;"Colher de Sopa";25
"64012012";0;"Concha";48
"64012012";0;"Escumadeira";48
"64012012";0;"Fatia";5
"64012012";0;"Grama";1
"64012012";0;"Metade";50
"64012012";0;"Pedaço";5
"64012012";0;"Pegador";25
"64012012";0;"Pires";48
"64012012";0;"Porção";35
"64012012";0;"Quilo";1000
"64012012";0;"Rodela";5
"64012012";0;"Tigela";48
"64012012";0;"Unidade";100
"64012012";0;"Unidade Pequena";46
"64012012";0;"Xícara de Chá";48
"64012015";1;"Colher de Arroz";40
"64012015";0;"Grama";1
"64012015";0;"Porção";35
"64012015";0;"Quilo";1000
"64012017";0;"Colher de Arroz";40
"64012017";0;"Colher de Sobremesa";12.5
"64012017";1;"Colher de Sopa";25
"64012017";0;"Concha";48
"64012017";0;"Escumadeira";48
"64012017";0;"Grama";1
"64012017";0;"Porção";35
"64012017";0;"Quilo";1000
"64012017";0;"Rodela";5
"64012018";1;"Colher de Arroz";40
"64012018";0;"Concha";48
"64012018";0;"Grama";1
"64012018";0;"Quilo";1000
"640120110";0;"Grama";1
"640120110";0;"Quilo";1000
"640120110";1;"Unidade Pequena";46
"640120111";1;"Colher de Arroz";40
"640120111";0;"Grama";1
"640120111";0;"Quilo";1000
"640120111";0;"Unidade";100
"640120112";1;"Colher de Arroz";40
